Recorded time,Building Insurance Claim Size,Content Insurance Claim Size,Year,Month
6/4/1989,1265876.38,609652.80,1989,4
9/4/1989,584250.64,5080440.00,1989,4
4/14/1989,762066.05,3386960.00,1989,4
4/16/1989,1016088.06,267569.90,1989,4
4/21/1989,931414.06,423370.00,1989,4
4/23/1989,3810330.23,182895.90,1989,4
4/26/1989,1693480.10,8467401.00,1989,4
4/28/1989,2540220.15,146486.00,1989,4
4/28/1989,1182049.11,441998.30,1989,4
2/5/1989,508044.03,3556308.00,1989,5
6/5/1989,1270110.08,283657.90,1989,5
6/5/1989,1116850.13,359864.50,1989,5
7/5/1989,1016088.06,173581.70,1989,5
11/5/1989,3048264.18,6072820.00,1989,5
5/13/1989,2540220.15,122777.30,1989,5
5/13/1989,812870.45,232853.50,1989,5
5/15/1989,2286198.14,1354784.00,1989,5
5/23/1989,1270110.08,1270110.00,1989,5
5/24/1989,846740.05,334462.30,1989,5
5/24/1989,1176968.67,388653.70,1989,5
5/24/1989,2370872.14,677392.00,1989,5
5/25/1989,2540220.15,425063.50,1989,5
5/25/1989,1185436.07,271803.60,1989,5
5/29/1989,4233700.25,67739.20,1989,5
5/6/1989,275190.52,635055.00,1989,6
8/6/1989,1367485.18,512277.70,1989,6
12/6/1989,1524132.09,209991.50,1989,6
6/13/1989,719729.04,347163.40,1989,6
6/13/1989,2116850.13,4233700.00,1989,6
6/16/1989,846740.05,330228.60,1989,6
6/17/1989,3060965.28,423370.00,1989,6
6/17/1989,1705334.46,254022.00,1989,6
6/23/1989,254022.02,1524132.00,1989,6
6/27/1989,660457.24,558848.40,1989,6
6/28/1989,3471634.21,2963590.00,1989,6
3/7/1989,1778154.11,254022.00,1989,7
5/7/1989,1348010.16,2743438.00,1989,7
6/7/1989,1185436.07,716342.10,1989,7
8/7/1989,3386960.20,1439458.00,1989,7
10/7/1989,1301439.46,717188.80,1989,7
10/7/1989,1456392.89,37256.56,1989,7
7/13/1989,994919.56,103302.30,1989,7
7/18/1989,2794242.17,304826.40,1989,7
7/18/1989,1456392.89,157493.60,1989,7
7/20/1989,872142.25,423370.00,1989,7
7/22/1989,1693480.10,592718.00,1989,7
7/23/1989,1624047.42,270956.80,1989,7
7/24/1989,1947502.12,338696.00,1989,7
7/25/1989,1058425.06,33869.60,1989,7
7/26/1989,677392.04,338696.00,1989,7
7/28/1989,3556308.21,296359.00,1989,7
7/28/1989,4233700.25,7493649.00,1989,7
3/8/1989,514817.95,338696.00,1989,8
4/8/1989,5080440.30,8467401.00,1989,8
5/8/1989,1100762.07,254022.00,1989,8
5/8/1989,590177.82,1270110.00,1989,8
7/8/1989,2211685.01,4075360.00,1989,8
8/8/1989,2074513.12,541913.60,1989,8
9/8/1989,719729.04,313293.80,1989,8
11/8/1989,12701100.76,1312447.00,1989,8
8/23/1989,7408975.44,958509.70,1989,8
8/23/1989,423370.03,436071.10,1989,8
8/23/1989,372565.62,558848.40,1989,8
8/25/1989,762066.05,254022.00,1989,8
8/26/1989,1016088.06,430143.90,1989,8
8/27/1989,1117696.87,370025.40,1989,8
8/28/1989,2116850.13,1270110.00,1989,8
8/28/1989,2127011.01,150719.70,1989,8
8/29/1989,804403.05,237087.20,1989,8
8/30/1989,1016088.06,160880.60,1989,8
8/31/1989,1058425.06,230313.30,1989,8
4/9/1989,423370.03,423370.00,1989,9
4/9/1989,2650296.36,784928.00,1989,9
9/9/1989,931414.06,266723.10,1989,9
10/9/1989,1298899.24,1053345.00,1989,9
11/9/1989,812870.45,254022.00,1989,9
11/9/1989,812870.45,254022.00,1989,9
11/9/1989,4995766.30,1185436.00,1989,9
9/14/1989,1282811.18,3640982.00,1989,9
9/14/1989,787468.25,262489.40,1989,9
9/16/1989,812870.45,270956.80,1989,9
9/18/1989,1312447.08,270956.80,1989,9
9/21/1989,643522.44,635055.00,1989,9
9/25/1989,2540220.15,2116850.00,1989,9
9/25/1989,1312447.08,171888.20,1989,9
9/27/1989,762066.05,846740.10,1989,9
9/28/1989,1270110.08,127011.00,1989,9
9/29/1989,3386960.20,5927180.00,1989,9
1/10/1989,1693480.10,423370.00,1989,10
2/10/1989,1337849.28,302286.20,1989,10
7/10/1989,948348.86,88060.97,1989,10
10/20/1989,1693480.10,4233700.00,1989,10
10/22/1989,2751905.17,29635900.00,1989,10
10/23/1989,1270110.08,1693480.00,1989,10
10/24/1989,1219305.67,423370.00,1989,10
10/26/1989,846740.05,169348.00,1989,10
10/11/1989,1693480.10,2116850.00,1989,11
11/11/1989,1270110.08,258255.70,1989,11
12/11/1989,931414.06,169348.00,1989,11
11/13/1989,783234.55,296359.00,1989,11
11/14/1989,16934801.02,1185436.00,1989,11
11/15/1989,1291278.58,440304.80,1989,11
11/16/1989,1693480.10,2116850.00,1989,11
11/16/1989,762066.05,338696.00,1989,11
11/19/1989,1693480.10,25402.20,1989,11
11/20/1989,762066.05,254022.00,1989,11
11/29/1989,1693480.10,2116850.00,1989,11
11/29/1989,975444.54,339542.80,1989,11
5/12/1989,1270110.08,234547.00,1989,12
6/12/1989,973751.06,168501.30,1989,12
8/12/1989,762066.05,338696.00,1989,12
12/14/1989,670618.12,342929.70,1989,12
12/15/1989,1572396.27,52497.88,1989,12
12/18/1989,1863674.85,508044.00,1989,12
12/19/1989,2032176.12,400508.00,1989,12
12/22/1989,845893.31,169348.00,1989,12
12/25/1989,1270110.08,592718.00,1989,12
12/29/1989,846740.05,237087.20,1989,12
12/30/1989,3386960.20,762066.00,1989,12
12/31/1989,846740.05,169348.00,1989,12
12/31/1989,846740.05,330228.60,1989,12
1/1/1990,1464521.45,412541.30,1990,1
6/1/1990,777227.72,490924.10,1990,1
8/1/1990,1113861.39,242574.30,1990,1
12/1/1990,763201.32,330033.00,1990,1
1/13/1990,1155115.51,34653.47,1990,1
1/17/1990,1080858.09,206270.60,1990,1
1/19/1990,1235148.51,330033.00,1990,1
1/20/1990,206270.63,701320.10,1990,1
1/20/1990,2062706.27,247524.80,1990,1
1/24/1990,825082.51,62706.27,1990,1
1/25/1990,2516501.65,88283.83,1990,1
1/26/1990,1402640.26,422442.20,1990,1
1/26/1990,1320132.01,572607.30,1990,1
1/31/1990,3052805.28,127887.80,1990,1
5/2/1990,948844.88,268151.80,1990,2
7/2/1990,754950.50,1196370.00,1990,2
8/2/1990,2805280.53,825082.50,1990,2
9/2/1990,600660.07,425742.60,1990,2
11/2/1990,1650165.02,57755.78,1990,2
2/19/1990,2457095.71,523927.40,1990,2
2/20/1990,452145.21,3211221.00,1990,2
2/22/1990,825082.51,2475248.00,1990,2
2/27/1990,577557.76,453795.40,1990,2
2/27/1990,1155115.51,299505.00,1990,2
7/3/1990,1287128.71,320132.00,1990,3
3/15/1990,816831.68,165016.50,1990,3
3/17/1990,185643.56,742574.30,1990,3
3/22/1990,825082.51,787953.80,1990,3
3/23/1990,4719471.95,5288779.00,1990,3
3/25/1990,907590.76,152640.30,1990,3
3/27/1990,825082.51,330033.00,1990,3
3/28/1990,907590.76,350660.10,1990,3
2/4/1990,181518.15,742574.30,1990,4
2/4/1990,1072607.26,36303.63,1990,4
3/4/1990,1237623.76,82508.25,1990,4
3/4/1990,1320132.01,334983.50,1990,4
7/4/1990,754950.50,339934.00,1990,4
8/4/1990,990099.01,1312706.00,1990,4
9/4/1990,730198.02,799505.00,1990,4
11/4/1990,2640264.03,577557.80,1990,4
4/13/1990,825082.51,259901.00,1990,4
4/20/1990,592409.24,348184.80,1990,4
4/25/1990,2062706.27,10313530.00,1990,4
4/25/1990,1237623.76,509075.90,1990,4
4/30/1990,1320132.01,1650165.00,1990,4
1/5/1990,990099.01,31353.14,1990,5
3/5/1990,1650165.02,2392739.00,1990,5
3/5/1990,4620462.05,577557.80,1990,5
4/5/1990,2310231.02,241749.20,1990,5
7/5/1990,907590.76,347359.70,1990,5
9/5/1990,1155115.51,165016.50,1990,5
5/18/1990,2062706.27,470297.00,1990,5
5/18/1990,2805280.53,431518.20,1990,5
5/22/1990,639438.94,569306.90,1990,5
5/25/1990,1031353.14,259075.90,1990,5
5/25/1990,742574.26,825082.50,1990,5
5/25/1990,820132.01,445544.60,1990,5
5/26/1990,3712871.29,1280528.00,1990,5
5/27/1990,1196369.64,247524.80,1990,5
5/30/1990,907590.76,1196370.00,1990,5
4/6/1990,1155115.51,660066.00,1990,6
6/6/1990,504950.50,990099.00,1990,6
6/6/1990,1031353.14,1011551.00,1990,6
7/6/1990,618811.88,431518.20,1990,6
11/6/1990,1072607.26,825082.50,1990,6
6/14/1990,701320.13,262376.20,1990,6
6/15/1990,990099.01,660066.00,1990,6
6/15/1990,4558580.86,9900990.00,1990,6
6/15/1990,1485148.51,808580.90,1990,6
6/18/1990,330033.00,2887789.00,1990,6
1/7/1990,1169141.91,495049.50,1990,7
5/7/1990,1732673.27,165016.50,1990,7
5/7/1990,2769801.98,3157591.00,1990,7
9/7/1990,1320132.01,90759.08,1990,7
10/7/1990,990099.01,75082.51,1990,7
10/7/1990,1732673.27,55280.53,1990,7
7/13/1990,1567656.77,412541.30,1990,7
7/15/1990,730198.02,338283.80,1990,7
7/15/1990,1010726.07,577557.80,1990,7
7/15/1990,1097359.74,163366.30,1990,7
7/16/1990,433168.32,480198.00,1990,7
7/17/1990,1485148.51,577557.80,1990,7
7/18/1990,660066.01,412541.30,1990,7
7/19/1990,1732673.27,990099.00,1990,7
7/20/1990,2557755.78,342409.20,1990,7
7/20/1990,709570.96,311881.20,1990,7
7/21/1990,1072607.26,5775578.00,1990,7
7/21/1990,1113861.39,1237624.00,1990,7
7/22/1990,82508.25,878712.90,1990,7
7/23/1990,873762.38,391914.20,1990,7
7/23/1990,632838.28,448844.90,1990,7
7/24/1990,1443894.39,273927.40,1990,7
7/27/1990,907590.76,371287.10,1990,7
7/28/1990,1320132.01,825.08,1990,7
7/28/1990,958745.87,380363.00,1990,7
7/28/1990,1443894.39,31353.14,1990,7
7/28/1990,1206270.63,374587.50,1990,7
7/29/1990,2227722.77,3547855.00,1990,7
7/31/1990,10726072.61,2475248.00,1990,7
2/8/1990,582508.25,2264851.00,1990,8
4/8/1990,2079207.92,204620.50,1990,8
6/8/1990,858085.81,94059.41,1990,8
10/8/1990,812706.27,110561.10,1990,8
11/8/1990,825082.51,1237624.00,1990,8
8/13/1990,664191.42,990099.00,1990,8
8/13/1990,1179867.99,198844.90,1990,8
8/14/1990,5280528.05,12282180.00,1990,8
8/14/1990,1155115.51,4785479.00,1990,8
8/14/1990,660066.01,2062706.00,1990,8
8/14/1990,2120462.05,295379.50,1990,8
8/15/1990,1010726.07,16501.65,1990,8
8/17/1990,825082.51,316831.70,1990,8
8/18/1990,330033.00,622937.30,1990,8
8/19/1990,1567656.77,161716.20,1990,8
8/20/1990,3300330.03,825082.50,1990,8
8/21/1990,1237623.76,371287.10,1990,8
8/22/1990,103135.31,759075.90,1990,8
8/22/1990,792079.21,214521.50,1990,8
8/26/1990,701320.13,412541.30,1990,8
8/29/1990,990099.01,660066.00,1990,8
8/29/1990,1027227.72,239273.90,1990,8
8/30/1990,1047854.79,443894.40,1990,8
8/30/1990,3795379.54,288778.90,1990,8
8/31/1990,1109735.97,339108.90,1990,8
9/15/1990,3712871.29,165016.50,1990,9
9/27/1990,841584.16,61881.19,1990,9
9/30/1990,825082.51,165016.50,1990,9
1/10/1990,433168.32,330033.00,1990,10
1/10/1990,577557.76,2227723.00,1990,10
2/10/1990,2722772.28,412541.30,1990,10
3/10/1990,1320132.01,305280.50,1990,10
8/10/1990,11695544.55,132013200.00,1990,10
10/10/1990,8910891.09,15181520.00,1990,10
12/10/1990,1980198.02,12293730.00,1990,10
12/10/1990,2062706.27,1402640.00,1990,10
10/15/1990,1320132.01,222772.30,1990,10
10/16/1990,3630363.04,990099.00,1990,10
10/19/1990,3300330.03,412541.30,1990,10
10/23/1990,783828.38,230198.00,1990,10
10/29/1990,288778.88,825082.50,1990,10
7/11/1990,1361386.14,400990.10,1990,11
10/11/1990,1443894.39,371287.10,1990,11
11/11/1990,165016.50,742574.30,1990,11
11/13/1990,1402640.26,1650165.00,1990,11
11/15/1990,2032178.22,334983.50,1990,11
11/23/1990,5115511.55,660066.00,1990,11
11/29/1990,107260.73,2475248.00,1990,11
11/30/1990,660066.01,495049.50,1990,11
4/12/1990,1006600.66,264026.40,1990,12
5/12/1990,1031353.14,429042.90,1990,12
8/12/1990,1481848.18,196369.60,1990,12
9/12/1990,1237623.76,346534.70,1990,12
9/12/1990,1320132.01,198844.90,1990,12
10/12/1990,1237623.76,16501650.00,1990,12
12/14/1990,1237623.76,2310231.00,1990,12
12/15/1990,1072607.26,288778.90,1990,12
12/16/1990,907590.76,61881.19,1990,12
12/17/1990,2310231.02,330033.00,1990,12
12/19/1990,775577.56,247524.80,1990,12
12/20/1990,825082.51,206270.60,1990,12
12/21/1990,2887788.78,123762.40,1990,12
12/21/1990,1072607.26,330033.00,1990,12
12/22/1990,1662541.25,660066.00,1990,12
12/23/1990,825082.51,290429.00,1990,12
12/27/1990,702145.21,412541.30,1990,12
12/30/1990,2062706.27,2392739.00,1990,12
12/31/1990,3712871.29,412541.30,1990,12
