Recorded time,Building Insurance Claim Size,Content Insurance Claim Size,Year,Month,Day
09/12/1988,1863354.04,976042.6,1988,12,9
14/12/1988,2661934.34,1330967,1988,12,14
15/12/1988,4436557.23,5323869,1988,12,15
17/12/1988,842945.87,266193.4,1988,12,17
17/12/1988,8873114.46,14196980,1988,12,17
18/12/1988,1774622.89,776397.5,1988,12,18
25/12/1988,1330967.17,354924.6,1988,12,25
02/01/1989,1128704.49,712108.4,1989,1,2
03/01/1989,1022861.98,132938.2,1989,1,3
05/01/1989,4911092.29,465707,1989,1,5
09/01/1989,226926.33,1134632,1989,1,9
11/01/1989,677392.04,296359,1989,1,11
11/01/1989,635055.04,368331.9,1989,1,11
14/01/1989,2201524.13,508044,1989,1,14
15/01/1989,1163420.83,51651.14,1989,1,15
15/01/1989,1270110.08,635055,1989,1,15
17/01/1989,423370.03,2540220,1989,1,17
19/01/1989,2540220.15,159187.1,1989,1,19
20/01/1989,4233700.25,16934800,1989,1,20
21/01/1989,550381.03,677392,1989,1,21
24/01/1989,613886.54,436071.1,1989,1,24
24/01/1989,2709568.16,558848.4,1989,1,24
26/01/1989,1270110.08,3132938,1989,1,26
29/01/1989,790855.21,423370,1989,1,29
02/02/1989,1100762.07,244707.9,1989,2,2
02/02/1989,846740.05,1439458,1989,2,2
05/02/1989,1371718.88,190516.5,1989,2,5
06/02/1989,930567.32,190516.5,1989,2,6
13/02/1989,740050.8,274343.8,1989,2,13
14/02/1989,6985605.42,33596950,1989,2,14
14/02/1989,846740.05,846740.1,1989,2,14
15/02/1989,3386960.2,1270110,1989,2,15
18/02/1989,908552.07,207451.3,1989,2,18
23/02/1989,223539.37,1168501,1989,2,23
04/03/1989,3386960.2,11007620,1989,3,4
06/03/1989,198983.91,762066,1989,3,6
07/03/1989,1320914.48,423370,1989,3,7
14/03/1989,618120.24,1947502,1989,3,14
17/03/1989,1693480.1,228619.8,1989,3,17
23/03/1989,8467400.51,9009314,1989,3,23
23/03/1989,1270110.08,598645.2,1989,3,23
24/03/1989,381033.02,1270110,1989,3,24
27/03/1989,7620660.46,1608806,1989,3,27
05/04/1989,1438611.35,336155.8,1989,4,5
06/04/1989,1265876.38,609652.8,1989,4,6
09/04/1989,584250.64,5080440,1989,4,9
14/04/1989,762066.05,3386960,1989,4,14
16/04/1989,1016088.06,267569.9,1989,4,16
21/04/1989,931414.06,423370,1989,4,21
23/04/1989,3810330.23,182895.9,1989,4,23
26/04/1989,1693480.1,8467401,1989,4,26
28/04/1989,2540220.15,146486,1989,4,28
28/04/1989,1182049.11,441998.3,1989,4,28
02/05/1989,508044.03,3556308,1989,5,2
06/05/1989,1270110.08,283657.9,1989,5,6
06/05/1989,1116850.13,359864.5,1989,5,6
07/05/1989,1016088.06,173581.7,1989,5,7
11/05/1989,3048264.18,6072820,1989,5,11
13/05/1989,2540220.15,122777.3,1989,5,13
13/05/1989,812870.45,232853.5,1989,5,13
15/05/1989,2286198.14,1354784,1989,5,15
23/05/1989,1270110.08,1270110,1989,5,23
24/05/1989,846740.05,334462.3,1989,5,24
24/05/1989,1176968.67,388653.7,1989,5,24
24/05/1989,2370872.14,677392,1989,5,24
25/05/1989,2540220.15,425063.5,1989,5,25
25/05/1989,1185436.07,271803.6,1989,5,25
29/05/1989,4233700.25,67739.2,1989,5,29
05/06/1989,275190.52,635055,1989,6,5
08/06/1989,1367485.18,512277.7,1989,6,8
12/06/1989,1524132.09,209991.5,1989,6,12
13/06/1989,719729.04,347163.4,1989,6,13
13/06/1989,2116850.13,4233700,1989,6,13
16/06/1989,846740.05,330228.6,1989,6,16
17/06/1989,3060965.28,423370,1989,6,17
17/06/1989,1705334.46,254022,1989,6,17
23/06/1989,254022.02,1524132,1989,6,23
27/06/1989,660457.24,558848.4,1989,6,27
28/06/1989,3471634.21,2963590,1989,6,28
03/07/1989,1778154.11,254022,1989,7,3
05/07/1989,1348010.16,2743438,1989,7,5
06/07/1989,1185436.07,716342.1,1989,7,6
08/07/1989,3386960.2,1439458,1989,7,8
10/07/1989,1301439.46,717188.8,1989,7,10
10/07/1989,1456392.89,37256.56,1989,7,10
13/07/1989,994919.56,103302.3,1989,7,13
18/07/1989,2794242.17,304826.4,1989,7,18
18/07/1989,1456392.89,157493.6,1989,7,18
20/07/1989,872142.25,423370,1989,7,20
22/07/1989,1693480.1,592718,1989,7,22
23/07/1989,1624047.42,270956.8,1989,7,23
24/07/1989,1947502.12,338696,1989,7,24
25/07/1989,1058425.06,33869.6,1989,7,25
26/07/1989,677392.04,338696,1989,7,26
28/07/1989,3556308.21,296359,1989,7,28
28/07/1989,4233700.25,7493649,1989,7,28
03/08/1989,514817.95,338696,1989,8,3
04/08/1989,5080440.3,8467401,1989,8,4
05/08/1989,1100762.07,254022,1989,8,5
05/08/1989,590177.82,1270110,1989,8,5
07/08/1989,2211685.01,4075360,1989,8,7
08/08/1989,2074513.12,541913.6,1989,8,8
09/08/1989,719729.04,313293.8,1989,8,9
11/08/1989,12701100.76,1312447,1989,8,11
23/08/1989,7408975.44,958509.7,1989,8,23
23/08/1989,423370.03,436071.1,1989,8,23
23/08/1989,372565.62,558848.4,1989,8,23
25/08/1989,762066.05,254022,1989,8,25
26/08/1989,1016088.06,430143.9,1989,8,26
27/08/1989,1117696.87,370025.4,1989,8,27
28/08/1989,2116850.13,1270110,1989,8,28
28/08/1989,2127011.01,150719.7,1989,8,28
29/08/1989,804403.05,237087.2,1989,8,29
30/08/1989,1016088.06,160880.6,1989,8,30
31/08/1989,1058425.06,230313.3,1989,8,31
04/09/1989,423370.03,423370,1989,9,4
04/09/1989,2650296.36,784928,1989,9,4
09/09/1989,931414.06,266723.1,1989,9,9
10/09/1989,1298899.24,1053345,1989,9,10
11/09/1989,812870.45,254022,1989,9,11
11/09/1989,812870.45,254022,1989,9,11
11/09/1989,4995766.3,1185436,1989,9,11
14/09/1989,1282811.18,3640982,1989,9,14
14/09/1989,787468.25,262489.4,1989,9,14
16/09/1989,812870.45,270956.8,1989,9,16
18/09/1989,1312447.08,270956.8,1989,9,18
21/09/1989,643522.44,635055,1989,9,21
25/09/1989,2540220.15,2116850,1989,9,25
25/09/1989,1312447.08,171888.2,1989,9,25
27/09/1989,762066.05,846740.1,1989,9,27
28/09/1989,1270110.08,127011,1989,9,28
29/09/1989,3386960.2,5927180,1989,9,29
01/10/1989,1693480.1,423370,1989,10,1
02/10/1989,1337849.28,302286.2,1989,10,2
07/10/1989,948348.86,88060.97,1989,10,7
20/10/1989,1693480.1,4233700,1989,10,20
22/10/1989,2751905.17,29635900,1989,10,22
23/10/1989,1270110.08,1693480,1989,10,23
24/10/1989,1219305.67,423370,1989,10,24
26/10/1989,846740.05,169348,1989,10,26
10/11/1989,1693480.1,2116850,1989,11,10
11/11/1989,1270110.08,258255.7,1989,11,11
12/11/1989,931414.06,169348,1989,11,12
13/11/1989,783234.55,296359,1989,11,13
14/11/1989,16934801.02,1185436,1989,11,14
15/11/1989,1291278.58,440304.8,1989,11,15
16/11/1989,1693480.1,2116850,1989,11,16
16/11/1989,762066.05,338696,1989,11,16
19/11/1989,1693480.1,25402.2,1989,11,19
20/11/1989,762066.05,254022,1989,11,20
29/11/1989,1693480.1,2116850,1989,11,29
29/11/1989,975444.54,339542.8,1989,11,29
05/12/1989,1270110.08,234547,1989,12,5
06/12/1989,973751.06,168501.3,1989,12,6
08/12/1989,762066.05,338696,1989,12,8
14/12/1989,670618.12,342929.7,1989,12,14
15/12/1989,1572396.27,52497.88,1989,12,15
18/12/1989,1863674.85,508044,1989,12,18
19/12/1989,2032176.12,400508,1989,12,19
22/12/1989,845893.31,169348,1989,12,22
25/12/1989,1270110.08,592718,1989,12,25
29/12/1989,846740.05,237087.2,1989,12,29
30/12/1989,3386960.2,762066,1989,12,30
31/12/1989,846740.05,169348,1989,12,31
31/12/1989,846740.05,330228.6,1989,12,31
01/01/1990,1464521.45,412541.3,1990,1,1
06/01/1990,777227.72,490924.1,1990,1,6
08/01/1990,1113861.39,242574.3,1990,1,8
12/01/1990,763201.32,330033,1990,1,12
13/01/1990,1155115.51,34653.47,1990,1,13
17/01/1990,1080858.09,206270.6,1990,1,17
19/01/1990,1235148.51,330033,1990,1,19
20/01/1990,206270.63,701320.1,1990,1,20
20/01/1990,2062706.27,247524.8,1990,1,20
24/01/1990,825082.51,62706.27,1990,1,24
25/01/1990,2516501.65,88283.83,1990,1,25
26/01/1990,1402640.26,422442.2,1990,1,26
26/01/1990,1320132.01,572607.3,1990,1,26
31/01/1990,3052805.28,127887.8,1990,1,31
05/02/1990,948844.88,268151.8,1990,2,5
07/02/1990,754950.5,1196370,1990,2,7
08/02/1990,2805280.53,825082.5,1990,2,8
09/02/1990,600660.07,425742.6,1990,2,9
11/02/1990,1650165.02,57755.78,1990,2,11
19/02/1990,2457095.71,523927.4,1990,2,19
20/02/1990,452145.21,3211221,1990,2,20
22/02/1990,825082.51,2475248,1990,2,22
27/02/1990,577557.76,453795.4,1990,2,27
27/02/1990,1155115.51,299505,1990,2,27
07/03/1990,1287128.71,320132,1990,3,7
15/03/1990,816831.68,165016.5,1990,3,15
17/03/1990,185643.56,742574.3,1990,3,17
22/03/1990,825082.51,787953.8,1990,3,22
23/03/1990,4719471.95,5288779,1990,3,23
25/03/1990,907590.76,152640.3,1990,3,25
27/03/1990,825082.51,330033,1990,3,27
28/03/1990,907590.76,350660.1,1990,3,28
02/04/1990,181518.15,742574.3,1990,4,2
02/04/1990,1072607.26,36303.63,1990,4,2
03/04/1990,1237623.76,82508.25,1990,4,3
03/04/1990,1320132.01,334983.5,1990,4,3
07/04/1990,754950.5,339934,1990,4,7
08/04/1990,990099.01,1312706,1990,4,8
09/04/1990,730198.02,799505,1990,4,9
11/04/1990,2640264.03,577557.8,1990,4,11
13/04/1990,825082.51,259901,1990,4,13
20/04/1990,592409.24,348184.8,1990,4,20
25/04/1990,2062706.27,10313530,1990,4,25
25/04/1990,1237623.76,509075.9,1990,4,25
30/04/1990,1320132.01,1650165,1990,4,30
01/05/1990,990099.01,31353.14,1990,5,1
03/05/1990,1650165.02,2392739,1990,5,3
03/05/1990,4620462.05,577557.8,1990,5,3
04/05/1990,2310231.02,241749.2,1990,5,4
07/05/1990,907590.76,347359.7,1990,5,7
09/05/1990,1155115.51,165016.5,1990,5,9
18/05/1990,2062706.27,470297,1990,5,18
18/05/1990,2805280.53,431518.2,1990,5,18
22/05/1990,639438.94,569306.9,1990,5,22
25/05/1990,1031353.14,259075.9,1990,5,25
25/05/1990,742574.26,825082.5,1990,5,25
25/05/1990,820132.01,445544.6,1990,5,25
26/05/1990,3712871.29,1280528,1990,5,26
27/05/1990,1196369.64,247524.8,1990,5,27
30/05/1990,907590.76,1196370,1990,5,30
04/06/1990,1155115.51,660066,1990,6,4
06/06/1990,504950.5,990099,1990,6,6
06/06/1990,1031353.14,1011551,1990,6,6
07/06/1990,618811.88,431518.2,1990,6,7
11/06/1990,1072607.26,825082.5,1990,6,11
14/06/1990,701320.13,262376.2,1990,6,14
15/06/1990,990099.01,660066,1990,6,15
15/06/1990,4558580.86,9900990,1990,6,15
15/06/1990,1485148.51,808580.9,1990,6,15
18/06/1990,330033,2887789,1990,6,18
01/07/1990,1169141.91,495049.5,1990,7,1
05/07/1990,1732673.27,165016.5,1990,7,5
05/07/1990,2769801.98,3157591,1990,7,5
09/07/1990,1320132.01,90759.08,1990,7,9
10/07/1990,990099.01,75082.51,1990,7,10
10/07/1990,1732673.27,55280.53,1990,7,10
13/07/1990,1567656.77,412541.3,1990,7,13
15/07/1990,730198.02,338283.8,1990,7,15
15/07/1990,1010726.07,577557.8,1990,7,15
15/07/1990,1097359.74,163366.3,1990,7,15
16/07/1990,433168.32,480198,1990,7,16
17/07/1990,1485148.51,577557.8,1990,7,17
18/07/1990,660066.01,412541.3,1990,7,18
19/07/1990,1732673.27,990099,1990,7,19
20/07/1990,2557755.78,342409.2,1990,7,20
20/07/1990,709570.96,311881.2,1990,7,20
21/07/1990,1072607.26,5775578,1990,7,21
21/07/1990,1113861.39,1237624,1990,7,21
22/07/1990,82508.25,878712.9,1990,7,22
23/07/1990,873762.38,391914.2,1990,7,23
23/07/1990,632838.28,448844.9,1990,7,23
24/07/1990,1443894.39,273927.4,1990,7,24
27/07/1990,907590.76,371287.1,1990,7,27
28/07/1990,1320132.01,825.08,1990,7,28
28/07/1990,958745.87,380363,1990,7,28
28/07/1990,1443894.39,31353.14,1990,7,28
28/07/1990,1206270.63,374587.5,1990,7,28
29/07/1990,2227722.77,3547855,1990,7,29
31/07/1990,10726072.61,2475248,1990,7,31
02/08/1990,582508.25,2264851,1990,8,2
04/08/1990,2079207.92,204620.5,1990,8,4
06/08/1990,858085.81,94059.41,1990,8,6
10/08/1990,812706.27,110561.1,1990,8,10
11/08/1990,825082.51,1237624,1990,8,11
13/08/1990,664191.42,990099,1990,8,13
13/08/1990,1179867.99,198844.9,1990,8,13
14/08/1990,5280528.05,12282180,1990,8,14
14/08/1990,1155115.51,4785479,1990,8,14
14/08/1990,660066.01,2062706,1990,8,14
14/08/1990,2120462.05,295379.5,1990,8,14
15/08/1990,1010726.07,16501.65,1990,8,15
17/08/1990,825082.51,316831.7,1990,8,17
18/08/1990,330033,622937.3,1990,8,18
19/08/1990,1567656.77,161716.2,1990,8,19
20/08/1990,3300330.03,825082.5,1990,8,20
21/08/1990,1237623.76,371287.1,1990,8,21
22/08/1990,103135.31,759075.9,1990,8,22
22/08/1990,792079.21,214521.5,1990,8,22
26/08/1990,701320.13,412541.3,1990,8,26
29/08/1990,990099.01,660066,1990,8,29
29/08/1990,1027227.72,239273.9,1990,8,29
30/08/1990,1047854.79,443894.4,1990,8,30
30/08/1990,3795379.54,288778.9,1990,8,30
31/08/1990,1109735.97,339108.9,1990,8,31
15/09/1990,3712871.29,165016.5,1990,9,15
27/09/1990,841584.16,61881.19,1990,9,27
30/09/1990,825082.51,165016.5,1990,9,30
01/10/1990,433168.32,330033,1990,10,1
01/10/1990,577557.76,2227723,1990,10,1
02/10/1990,2722772.28,412541.3,1990,10,2
03/10/1990,1320132.01,305280.5,1990,10,3
08/10/1990,11695544.55,132013200,1990,10,8
10/10/1990,8910891.09,15181520,1990,10,10
12/10/1990,1980198.02,12293730,1990,10,12
12/10/1990,2062706.27,1402640,1990,10,12
15/10/1990,1320132.01,222772.3,1990,10,15
16/10/1990,3630363.04,990099,1990,10,16
19/10/1990,3300330.03,412541.3,1990,10,19
23/10/1990,783828.38,230198,1990,10,23
29/10/1990,288778.88,825082.5,1990,10,29
07/11/1990,1361386.14,400990.1,1990,11,7
10/11/1990,1443894.39,371287.1,1990,11,10
11/11/1990,165016.5,742574.3,1990,11,11
13/11/1990,1402640.26,1650165,1990,11,13
15/11/1990,2032178.22,334983.5,1990,11,15
23/11/1990,5115511.55,660066,1990,11,23
29/11/1990,107260.73,2475248,1990,11,29
30/11/1990,660066.01,495049.5,1990,11,30
04/12/1990,1006600.66,264026.4,1990,12,4
05/12/1990,1031353.14,429042.9,1990,12,5
08/12/1990,1481848.18,196369.6,1990,12,8
09/12/1990,1237623.76,346534.7,1990,12,9
09/12/1990,1320132.01,198844.9,1990,12,9
10/12/1990,1237623.76,16501650,1990,12,10
14/12/1990,1237623.76,2310231,1990,12,14
15/12/1990,1072607.26,288778.9,1990,12,15
16/12/1990,907590.76,61881.19,1990,12,16
17/12/1990,2310231.02,330033,1990,12,17
19/12/1990,775577.56,247524.8,1990,12,19
20/12/1990,825082.51,206270.6,1990,12,20
21/12/1990,2887788.78,123762.4,1990,12,21
21/12/1990,1072607.26,330033,1990,12,21
22/12/1990,1662541.25,660066,1990,12,22
23/12/1990,825082.51,290429,1990,12,23
27/12/1990,702145.21,412541.3,1990,12,27
30/12/1990,2062706.27,2392739,1990,12,30
31/12/1990,3712871.29,412541.3,1990,12,31
